충전소명,급속충전가능여부,위도,경도
강정코아루아파트 1단지,N,33.25977059,126.5050294
강정코아루아파트 3단지,N,33.25884787,126.5051676
감사위원회,N,33.25602698,126.5095663
서귀포시청2청사,Y,33.25557995,126.510526
나우씨앤씨,N,33.26024359,126.609518
도라미펜션,N,33.26024359,126.609518
안덕계곡 주차장,Y,33.2576211,126.3532545
감산리마을회,N,33.2594855,126.353888
㈜씨제이대한통운 클럽나인브릿지,N,33.34202079,126.4057082
메밀가공시설,Y,33.3280672,126.379672
캐슬렉스 제주,N,33.34021696,126.348768
라림부띠끄호텔,N,33.23682499,126.3629425
동광리마을회,N,33.30760418,126.3399474
토이파크,Y,33.31896085,126.345365
서귀포시산림조합,N,33.31164533,126.3471034
동광 R 주차장,Y,33.3109558,126.3416458
서커스월드공연장,Y,33.31438502,126.3448193
카멜리아힐,N,33.29004435,126.368349
외가집아귀찜,N,33.2788553,126.361637
상천리마을회,N,33.2496801,126.3371482
알랑가하우스,N,33.2288607,126.3065651
젠,N,33.2292312,126.3085157
오션하우스,N,33.2348125,126.3101845
제주해안휴양펜션,N,33.22751382,126.2993595
용머리해안(주차장),Y,33.23367942,126.3113692
로하스펜션,N,33.23675973,126.297891
바람불어 좋은날,N,33.23714193,126.297875
미르빌,N,33.24622365,126.3063479
신화역사공원 직원 기숙사,N,33.23367942,126.3113692
산방산 주차장,Y,33.2359439,126.3119793
세븐일레븐 산방산로드,Y,33.2376527,126.3070167
제주아리랑,N,33.2496347,126.3052479
J두빛나래리조트,N,33.23698809,126.299374
유한회사 루시드엠,N,33.23689654,126.300409
사계리마을회,N,33.2310852,126.298095
에스케이핀크스 주식회사,N,33.31431906,126.3928897
신화역사공원 조성사업,Y,33.2991069,126.3108907
제주신화월드호텔앤리조트,Y,33.30497395,126.3163542
신화빌라스(서머셋 리조트),Y,33.30275207,126.3176084
신화 테마파크,N,33.3065373,126.3075544
건강과 성박물관,Y,33.25484822,126.3465819
서귀포시 축협,N,33.29093976,126.3180396
세계자동차제주박물관,N,33.28294084,126.349009
봉you,N,33.28684416,126.328214
소인국테마파크,Y,33.29011662,126.3224948
GS25 서광점,Y,33.28923399,126.3220078
춘심이네,N,33.26447846,126.3705871
㈜백상,N,33.2762284,126.3050801
쉴띠하우스,N,33.27246273,126.3654874
(의)새소망의료재단,N,33.27786233,126.3621079
테디밸리골프앤리조트,N,33.292611,126.3485636
안덕면 종합복지회관,Y,33.2458455,126.3330899
안덕면 종합복지회관,Y,33.2458455,126.3330899
안덕농협하나로마트,Y,33.24671442,126.3334399
청소년 문화의 집,Y,33.24963365,126.3371369
안덕우체국 뒤 주차장,Y,33.2462682,126.3353527
안덕산방도서관,N,33.2550127,126.3306509
안덕생활체육관,Y,33.25609299,126.3284065
안덕면사무소,N,33.2575319,126.330623
안덕면사무소,Y,33.2575319,126.330623
안덕보건지소,N,33.2505519,126.3314017
한국남부발전㈜ 남제주발전본부,N,33.23682107,126.3407335
영실매표소,Y,33.34010219,126.4805139
예래5동마을회,N,33.2365993,126.3732918
예래동주민센터,N,33.2542814,126.3978682
예래동주민센터,Y,33.2542814,126.3978682
상예1동마을회,N,33.2487318,126.3904119
㈜소프트라인 제주지점,N,33.23410163,126.3699316
색달하수처리장,N,33.24239704,126.3962072
월드컵경기장,Y,33.24621974,126.5092777
월드컵경기장,Y,33.24621974,126.5092777
폴에이리조트,N,33.24462564,126.5120206
GS25 대포점,Y,33.23916549,126.436134
자광원,Y,33.24751935,126.4484676
아프리카박물관,N,33.23970787,126.4293238
켄싱턴리조트 서귀포점,N,33.23367775,126.4890087
조은리조트,N,33.23593688,126.4920943
마린포트,N,33.23547578,126.4948236
레지나펜션,N,33.23696609,126.4994886
레지나,N,33.23663311,126.5000913
주식회사 파미유,N,33.23499258,126.5028988
모루티,N,33.24140455,126.5183776
서귀포시장애인종합사회복지관,Y,33.2869372,126.5845835
효돈119센터,N,33.260795,126.6077599
한우명품관,Y,33.25714979,126.5884548
롯데하이마트 서귀포점,Y,33.2539126,126.5660372
현대오일뱅크 선반내주유소,Y,33.25302362,126.5508464
서귀포 귤림성,N,33.25029409,126.5362708
대륜동주민센터,N,33.2481892,126.5111853
대륜동주민센터,Y,33.2481892,126.5111853
이마트서귀포점,N,33.24833973,126.5091156
이마트서귀포점,Y,33.24833973,126.5091156
제주조각공원,N,33.25413034,126.3222876
맥도날드월드컵점,N,33.24938228,126.5073585
서귀포의료원,Y,33.25598081,126.5629493
대한예수교장로회서귀포제일교회,N,33.2520997,126.5771682
제일요양원,N,33.25229231,126.5778452
상예2마을회,N,33.26571898,126.3769642
㈜부영주택 제주부영호텔 리조트,N,33.242548,126.4232494
중문컨벤션센터,Y,33.24129026,126.4244423
제주국제평화센터,Y,33.24518881,126.4213178
중문스테이,N,33.24591178,126.4294852
박물관은살아있다,N,33.2549224,126.4097714
하얏트리젠시제주호텔,N,33.24461513,126.4059648
롯데호텔,Y,33.2485349,126.4103936
롯데호텔,Y,33.2485349,126.4103936
켄싱턴제주호텔,N,33.25001831,126.4061042
신라호텔,Y,33.2467885,126.4071948
자청비 농수산물,N,33.2626185,126.4266678
제주에코 스위츠,N,33.26540041,126.4277358
GS25 중문사거리점,Y,33.25821268,126.4269498
JJP골프클럽,N,33.25993928,126.429892
봉봉감귤체험농장,N,33.2816094,126.6298188
동홍주공5단지,Y,33.26534604,126.5606488
서귀산방,N,33.25584286,126.4977713
농업기술원,N,33.26145702,126.4886383
농업기술원,Y,33.26145702,126.4886383
㈜제이하우스,N,33.26080549,126.485444
CU 제주중문자청비점,Y,33.2626185,126.4266678
제이뷰호텔,N,33.26474944,126.4164838
강창학경기장,Y,33.259873,126.501791
서귀포시청 1청사,Y,33.25391331,126.5596072
서귀포시청 1청사,Y,33.25391331,126.5596072
서홍동주민센터,N,33.25570748,126.5600961
홈플러스,Y,33.2604879,126.5599348
베네치아호텔,N,33.24678985,126.5614842
서귀포보건소,N,33.2534258,126.5553625
서귀포보건소,Y,33.25347982,126.5553555
서귀복자성당,N,33.26036291,126.5609528
서귀포시 매일시장 공영주차장,Y,33.2501708,126.5632316
이아호텔,N,33.24735884,126.5602238
천지동주민센터,N,33.2477954,126.5611789
남쪽나라빌,N,33.2541121,126.4197995
(구)중문보건지소,N,33.2535153,126.4207994
중문덤장,Y,33.25771004,126.4081857
중문보건지소,N,33.25158132,126.4350456
피노호텔,N,33.2413937,126.5633095
더 블루 제주 라스지오르,N,33.2419986,126.6016934
하효마을다목적회관,Y,33.25797906,126.617765
호텔화인,N,33.24050531,126.5650306
정방폭포(주차장),Y,33.24474912,126.5730486
서귀포수협수산물직매장,N,33.2395684,126.5642198
해운항만과사무실,Y,33.23957559,126.5642198
펠리체 리조트,N,33.24442153,126.534997
서귀포예술의전당,Y,33.24633333,126.5507905
서귀포예술의전당,Y,33.24633333,126.5507905
오렌지호스텔,N,33.24718996,126.5573531
칠십리호텔,N,33.24719297,126.5612547
정방동주민센터,N,33.2458588,126.5651028
서귀포시노인복지회관,N,33.25398814,126.5706943
기아오토큐 신안자동차,Y,33.2917993,126.5824905
번개과학관,N,33.28951947,126.5888268
번개과학관,N,33.28951947,126.5888268
도원자동차공업사,N,33.29281723,126.5816869
블루핸즈(천지자동차),N,33.29381651,126.581768
제이앤비가족호텔,N,33.2607628,126.5926148
가산토방,N,33.287717,126.5775759
제주끄라비펜션,N,33.27947661,126.5913943
영천동주민센터,N,33.2687729,126.5866444
영천동주민센터,Y,33.2687729,126.5866444
서귀포교육지원청,Y,33.27069111,126.5891941
그랜드골프 연습장,N,33.2761141,126.5829043
대진유토피아입주자대표회의,N,33.34113266,126.8142057
돔그라미,N,33.33575554,126.8095979
크라운 골프클럽,N,33.3392901,126.802217
주)록 샤인빌파크 컨트리클럽,N,33.34519893,126.7882015
붉은오름 자연휴양림,N,33.40142958,126.6756716
블라제리조트,N,33.37901169,126.7469407
가시리 조랑말체험공원,Y,33.38309728,126.7362849
제주허브동산,N,33.32912371,126.8147248
빠담빠담게스트하우스,N,33.3296244,126.8181694
아망뜨휴양펜션,N,33.30579483,126.8063255
해양수산연구원,N,33.30766086,126.829507
해비치리조트,Y,33.32287175,126.8449556
제주민속촌박물관,N,33.32455966,126.8421344
표선해수욕장 주차장,Y,33.32477056,126.8435002
사이프러스 CC,N,33.41528575,126.7506286
제주조랑말타운,N,33.4091347,126.7705343
OK승마장,N,33.4027906,126.7831873
성읍랜드,Y,33.39830245,126.7871594
표선해양경비단,Y,33.3565925,126.8219062
패밀리아펜션,N,33.350581,126.823665
고금삼계탕,N,33.3426717,126.8260486
성읍2리마을회,N,33.41831164,126.7693061
성읍민속마을,Y,33.3841426,126.8018149
제주스카이휴양펜션,N,33.33549241,126.7982685
NH농협은행 제주수련원,Y,33.3255768,126.7999334
㈜대명레저제주 제주지점,N,33.30601115,126.7928945
성읍1리마을회,N,33.3899135,126.7977896
로만토피아,N,33.35151605,126.7673166
표선119센터,N,33.3271647,126.8277779
CU 제주표선남촌점,Y,33.31670479,126.8286174
표선농협,Y,33.3247771,126.8318709
선스토리,N,33.31615753,126.8373643
표선교회,N,33.32884101,126.8236831
표선의례회관 앞 공영주차장,Y,33.3225332,126.8228665
표선보건지소,N,33.3311424,126.8305483
표선면사무소,N,33.32648969,126.8315711
제주통나무휴양펜션,N,33.3510659,126.8237543
표선생활체육관,Y,33.35426414,126.8143923
허브펜션오즈,N,33.31857259,126.8336526
자인빌리지펜션,N,33.27478863,126.6095005
그랜드메르호텔,N,33.23964279,126.386119
하예1마을회,N,33.2434657,126.3860495
약천사,Y,33.2888115,126.4603899
서진아파트,N,33.25518757,126.4626577
소금막호스텔,N,33.25060801,126.6203433
브런치더썸,N,33.25261722,126.5373831
아우룸숲아파트 입대위,N,33.26177423,126.5551933
회수사거리,Y,33.2630754,126.4425071
효돈동주민센터,N,33.2633204,126.6155618
효돈동주민센터,Y,33.2633204,126.6155618
효돈축구공원,Y,33.2583809,126.6103678
어리목주차장,Y,33.39209457,126.4940914
어리목주차장,Y,33.39209457,126.4940914
도립미술관,Y,33.45254876,126.4896073
신비의사랑,N,33.4486163,126.4861617
제주예찬,N,33.45407711,126.4868825
천주교 제주교구 연동성당,N,33.4683435,126.4835152
네오플,N,33.47288083,126.4851536
넥슨박물관,Y,33.47211896,126.4857993
양지공원,Y,33.44049944,126.5789019
양지공원,Y,33.44049944,126.5789019
제주 경찰교육 센터,Y,33.44133564,126.5651753
삼양동주민센터,Y,33.45254797,126.5530085
도장애인종합복지관,Y,33.45254797,126.5530085
한라생태숲,Y,33.43070851,126.5941969
에덴빌라 2차 가동,N,33.5114486,126.5608642
끌림삼육오,N,33.4709885,126.3476676
일도2동주민센터,N,33.5116144,126.5382172
그린모텔,N,33.4985325,126.5166788
제주국제공항,Y,33.5069117,126.4933167
제주국제공항,Y,33.5069117,126.4933167
이노우에스시,N,33.4771542,126.491468
삼도2동주민센터,N,33.5117299,126.5222682
제주시청,Y,33.50021259,126.5322178
제주시청,Y,33.50021259,126.5322178
노형119센터,N,33.4810713,126.4722415
노형 미리내S클래스APT,N,33.48506456,126.4675606
한국지엠제주바로서비스,N,33.4903395,126.5372419
계롱길 벽돌가,N,33.5389257,126.8361085
동복리671,N,33.55606579,126.7203012
빨간풍차펜션,N,33.54861594,126.7423256
동부농업기술센터,N,33.5500699,126.750406
동부농업기술센터,Y,33.5500699,126.750406
김녕교회,N,33.55155591,126.7533304
구좌체육관,Y,33.5561992,126.7609155
동부보건소,N,33.5543773,126.7513422
동부보건소,Y,33.5543773,126.7513422
김녕리새마을회,N,33.55302148,126.7486399
김녕리대충동 새마을회,N,33.55166613,126.747188
환경성질환예방관리센터,Y,33.48558365,126.8104242
덕천리연수원,Y,33.48150806,126.7547255
덕천리 새마을회,N,33.5022289,126.7713566
소망요양원,Y,33.547576,126.731531
만장굴,Y,33.52788559,126.7693256
하도리새마을회,N,33.5186102,126.8824691
제주민속식품,N,33.42791624,126.7509753
비자림,Y,33.49170502,126.8112631
상도리 새마을회,N,33.5152904,126.865601
세화오일장인근주차장,Y,33.4895966,126.8316644
제주레일파크 주식회사,N,33.46431777,126.8366019
월정리새마을회,N,33.55596267,126.7946992
메이더호텔,N,33.55196262,126.7066562
㈜꼬뜨도르,N,33.55215949,126.7168459
김녕새마을회,N,33.5515538,126.7487905
용암해수산업화지원센터,Y,33.5425855,126.8121733
해녀박물관,Y,33.5425855,126.8121733
종달리새마을회,N,33.49260229,126.9005966
송당리사무소,Y,33.4713595,126.779182
동부농업기술센터 교육장,N,33.51094222,126.8426837
동제주종합사회복지관,Y,33.5230697,126.8487174
해바라기지역아동센터,N,33.5264879,126.8542789
준민박,N,33.52751683,126.8452244
디스이즈핫,N,33.5131782,126.8973861
욜로펜션,N,33.519366,126.888504
주식회사 로봇스퀘어,N,33.54000863,126.8308696
아모르하우스,N,33.50820085,126.9016163
솔,N,33.48598547,126.9017964
보롬코지펜션,N,33.55928796,126.7926625
신재생에너지홍보관,Y,33.55931794,126.8186501
행원리 새마을회,N,33.5525323,126.8059236
스마트그리드홍보관,Y,33.55709901,126.8131196
아라2차미다움,N,33.48333048,126.5525492
제주애덕의집,Y,33.49013392,126.5580751
자치경찰단아라청사,N,33.4850238,126.5441435
자치경찰단아라청사,Y,33.4850238,126.5441435
제주시농협 하나로마트,Y,33.50267889,126.553599
제주시교육지원청,N,33.49401128,126.5384278
생각할때,N,33.48888985,126.4826358
엘로이빌,N,33.49287963,126.4811994
비원모텔,N,33.50938487,126.5193651
재영윈저캐슬아파트,N,33.48583052,126.4840957
노형동주민센터,N,33.48306793,126.4771831
노형동주민센터,Y,33.48306793,126.4771831
노형삼다아파트 앞 공영주차장,Y,33.48612351,126.4774187
주식회사 노형호텔,N,33.48610844,126.4781203
엠버리조트 사합,N,33.42368942,126.4894569
롯데마트신제주점,Y,33.4824201,126.4818434
이마트신제주점,Y,33.4849511,126.4804897
이마트신제주점,N,33.4849511,126.4804897
펄리호텔,N,33.46431921,126.4547704
주식회사 프라미스,N,33.48941091,126.4422993
나이스호텔,N,33.48297388,126.4423707
제주공항 입구 공영주차장,Y,33.50367575,126.4957118
새순지역아동센터,N,33.49275734,126.4422391
개인택시조합,Y,33.4957048,126.4690661
태백산 제주 본점,N,33.49471726,126.4672045
제주상공회의소 뒤 공영주차장,Y,33.4904195,126.5201501
휴펠리스2차,N,33.48701582,126.5328956
도두동주민센터,N,33.5028684,126.4682368
도두동주민센터,Y,33.5028684,126.4682368
해변풍경 민박,N,33.5074016,126.4755946
뉴해안풍경,N,33.5088343,126.4747763
펄리플러스 호텔,N,33.50542917,126.4699672
셀스퀘어빌딩,Y,33.51558401,126.590567
주식회사 제이케이호텔,N,33.49217195,126.4905446
맥도날드 공항점,N,33.49506534,126.4925679
롯데하이마트 신제주점,Y,33.4865713,126.481169
LG베스트샵(제주본점),N,33.4877001,126.4829981
한국전기안전공사 제주지역본부,N,33.4879289,126.4833472
신광아파트,N,33.49077961,126.484372
도두하수처리장,N,33.50897783,126.4801829
동부경찰서,Y,33.50317947,126.5367089
문화예술진흥원,Y,33.50444317,126.5351739
문화예술진흥원,Y,33.50444317,126.5351739
문화예술진흥원,Y,33.50444317,126.5351739
제주시청 지하 열린정보실,N,33.50027862,126.5325144
화북119센터,N,33.5194139,126.5734952
건입동주민센터,N,33.5150116,126.5315988
건입동주민센터,Y,33.5150116,126.5315988
안세미가든,N,33.4718208,126.6112956
오젠정식,N,33.4674092,126.6105107
봉개명도암마을회,N,33.4616354,126.6070908
제주지방경찰청 제주한라경찰수련원,N,33.4549372,126.6197994
제주4.3평화공원,Y,33.45086927,126.6206776
제주4.3평화공원,Y,33.45086927,126.6206776
노루생태공원,Y,33.44432383,126.6266442
절물자연휴양림,Y,33.43797786,126.6259343
연동119센터,N,33.4884767,126.4971594
제주도의회,Y,33.49025848,126.4988756
제주도의회,Y,33.49025848,126.4988756
제주도청 2청사,N,33.48895056,126.5000625
제주도청 2청사,Y,33.48895056,126.5000625
제주도교육청,Y,33.49043153,126.4979708
제주도교육청,Y,33.49043153,126.4979708
제주도교육청,Y,33.49043153,126.4979708
제주도청 1청사,Y,33.48878189,126.4975929
제주도청 1청사,Y,33.48878189,126.4975929
이호동주민센터,N,33.49981324,126.4581461
이호동주민센터,Y,33.49981324,126.4581461
봉개동마을운영회,N,33.4929119,126.5913286
대한예수교장로회봉개교회,N,33.4879082,126.6015008
KBS사옥 주차장,N,33.48908456,126.5193482
금원앙상블9차자치위원회,N,33.49541098,126.5952942
봉개동공영주차장,Y,33.4914049,126.5949431
라헨느리조트,N,33.453247,126.6138743
사려니숲길 주차장,Y,33.4394527,126.6294642
봉개동주민센터,N,33.49166571,126.5947306
봉개동주민센터,Y,33.49166571,126.5947306
제주시 평생학습센터,Y,33.5140706,126.5471083
관음사휴게소,Y,33.42161484,126.5497566
관음사휴게소,Y,33.42161484,126.5497566
난지축산연구소,N,33.42753476,126.5482938
관음사가는길,N,33.43755402,126.5544232
제주의료원,Y,33.44489073,126.5608471
한국폴리텍대학 제주캠퍼스,Y,33.4474208,126.5614065
인재개발원,Y,33.4468976,126.5602566
인재개발원,Y,33.4468976,126.5602566
삼도1동 주민센터,N,33.50414427,126.5173858
탑동2공영주차장,Y,33.5182983,126.5198951
보건환경연구원,N,33.47993956,126.4950532
보건환경연구원,Y,33.47993956,126.4950532
㈜제이워드,N,33.49011415,126.4926527
제주올레호텔,N,33.4902781,126.491976
성진교회,N,33.50696448,126.5904964
봉개반석아르미,N,33.495738,126.5950043
한국교통안전공단 제주자동차검사소,Y,33.51436866,126.5894928
민속자연사박물관,N,33.50646727,126.53159
민속자연사박물관,Y,33.50646727,126.53159
삼양2동공영주차장,Y,33.51958636,126.5828031
천일각,N,33.49968395,126.5083861
티나모텔,N,33.5016303,126.5203594
제주종합경기장,N,33.49799717,126.5150461
제주종합경기장,Y,33.49799717,126.5150461
제주종합경기장,Y,33.49799717,126.5150461
리젠트마린호텔,N,33.51745201,126.5267819
호텔 휘슬락,N,33.51737905,126.5275099
무궁화모텔,N,33.51103652,126.5193899
LG베스트샵(제주삼도점),N,33.50991808,126.5201544
삼도1동청소년문화의집,N,33.5036928,126.5182971
썬비치리조트,N,33.50251798,126.4614056
항운노조새마을금고,N,33.5053914,126.4686244
아모렉스리조트,Y,33.5074916,126.4702754
아모렉스리조트,N,33.5074916,126.4702754
제주전기렌트카,Y,33.50038661,126.4572692
㈜흥학산업개발,N,33.50859761,126.4712953
마니주민박,N,33.5089545,126.4722988
씨엘블루호텔,N,33.51155843,126.4849936
엔알누리빌3차아파트 입대위,N,33.49839557,126.604888
곶자왈 숲 펜션,N,33.47209127,126.7094688
제주 웰컴센터,Y,33.48621787,126.4994025
설문대여성문화센터,N,33.48439696,126.5003727
설문대여성문화센터,Y,33.48439696,126.5003727
별빛누리공원,Y,33.4445748,126.5491863
농어촌공사 제주지역본부,Y,33.5225765,126.5872715
제주삼양유적지,Y,33.52350584,126.5879986
제주환경사무소,N,33.46136662,126.6299215
한라수목원,N,33.46936748,126.4928468
한라수목원,Y,33.46936748,126.4928468
제주도근로자종합복지관,Y,33.46969727,126.486231
제주시 공영버스 주차장,N,33.46853427,126.4832086
현광협(오크라),N,33.48910971,126.4860734
연동주민센터,N,33.4882923,126.4968774
코스모스 태홍누리안5차,N,33.48506097,126.4960263
코스모스 태홍누리안5차,N,33.48506097,126.4960263
조양개발,N,33.49330291,126.4972969
현대블루핸즈 연동점,N,33.4819314,126.5002893
제주도 소방안전본부,N,33.490553,126.4989429
세븐일레븐제주함덕게스트하우스점,N,33.540729,126.6782084
제주영상미디어센터,Y,33.505835,126.5341548
주식회사 제주인,N,33.49184301,126.4458303
㈜송원,N,33.4980299,126.5303915
아라지구 공영주차장,Y,33.4261379,126.5626925
탐라중학교공영주차장,Y,33.4763498,126.5450031
아라지구공영주차장,Y,33.4703785,126.5476976
현대블루핸즈 아라점,N,33.4770461,126.5546419
아라요양병원,N,33.45652881,126.5468743
제주대학교,Y,33.46720843,126.5452008
제주대학교 병원,Y,33.46720843,126.5452008
제주시 자연인,N,33.4687254,126.5399561
제주시각장애인복지관,Y,33.4710751,126.581262
우정골프연습장,N,33.4734215,126.5057242
제주 KCTV,Y,33.48133245,126.4961426
제주아라주원라비앙,N,33.4760063,126.5345771
㈜에스피오엘 제주지점(빌레리조트),N,33.47107602,126.3470077
주식회사 샐리스,N,33.4646612,126.341716
리치호텔,N,33.47208143,126.3489193
뉴오션리조트,N,33.46946368,126.3455825
충청북도학생해양수련원,N,33.45058009,126.3069496
선앤문,N,33.4500504,126.3083949
나인스파빌,N,33.4453944,126.4302304
어반네이처㈜,N,33.4346171,126.4325504
주식회사 우성기계공조,N,33.43508231,126.4346422
솔베이지펜션,N,33.4452565,126.4284762
해밀관광호스텔,N,33.44362708,126.4041
농업회사법인 주식회사 제주하늘관광농원,N,33.4464467,126.4249881
흰수염고래리조트,N,33.4748857,126.3800156
(재)대한예수교장로회금성교회,N,33.44618935,126.302726
대웅투민박,N,33.48136723,126.3833693
봉성리 종합복지회관,Y,33.42209163,126.3124995
보타리농장,Y,33.39906256,126.3251375
보타리본사,Y,33.4086372,126.3173876
올레리조트,N,33.47538717,126.3562705
수앤수 가족호텔,N,33.47454087,126.3585877
상가리사무소,Y,33.4496848,126.3456495
제주농업기술센터,N,33.45815235,126.4038544
제주농업기술센터,Y,33.45815235,126.4038544
소길리 새마을회,N,33.44049852,126.3801829
새마을금고제주연수원,Y,33.4134463,126.3938909
애월휴스토리,N,33.46583262,126.3924465
세븐일레븐 애월신엄,Y,33.4701674,126.363791
용흥리새마을회,N,33.45870854,126.3690389
제주조이랜드,N,33.45491421,126.3251781
바그다드하우스,N,33.45038741,126.3309611
애월농협,Y,33.46043237,126.3219044
대한 예수교 애월교회,N,33.46295054,126.3260455
㈜ 테마 (제주지점),N,33.4630443,126.3124885
현대캐피탈(가스공사제주기지건설단),N,33.4670191,126.3215884
농업회사법인 주식회사 다락,N,33.46957621,126.3409559
다인오세아노호텔,N,33.47252237,126.3504781
클럽다인리조트,Y,33.47144454,126.3512564
㈜루스톤,N,33.47192841,126.3527546
베니키아호텔제주,N,33.47726817,126.3629571
윈드힐 호텔&리조트,N,33.4776427,126.3628467
CU 제주씨앤블루점,Y,33.47786089,126.3653153
㈜유니,N,33.47946741,126.3734285
UFO민박,N,33.485503,126.381838
탐라스테이호텔제주,N,33.48692373,126.3912147
종이시계,N,33.4853375,126.3917939
서부경찰서,Y,33.47400369,126.4056436
하귀농협 장례식장,Y,33.47317853,126.4264598
9.81제주파크,Y,33.39145338,126.3557249
9.81제주파크,Y,33.39145338,126.3557249
농산물원종장,N,33.3755161,126.3285733
녹고뫼 안트레안내센터,Y,33.40595168,126.4079693
하소로지역아동센터,N,33.42265961,126.3966439
㈜오제이상사,N,33.429794,126.4088269
파스쿠찌유수암점,Y,33.42359058,126.4079787
한담누리게스트하우스,N,33.4592769,126.3123834
애월도서관,Y,33.4633212,126.3313092
애월체육관,N,33.46298979,126.3319658
애월119센터,N,33.4666589,126.3487619
애월119센터,Y,33.4666589,126.3487619
하귀농협 복지센터,Y,33.48130641,126.4003734
장전리 사무소,N,33.45061179,126.3891067
주식회사 레저가온 제주지점,N,33.4327667,126.3216551
애월스테이관광호텔,N,33.4779996,126.3716952
엘리시안C.C,N,33.37207808,126.3808964
경마공원,N,33.4087625,126.3955532
하가리사무소,N,33.4569424,126.3498802
헤리티지,N,33.44419031,126.4295414
오렌지슈가 주식회사,N,33.44115754,126.4287999
하귀1지구 공영주차장,Y,33.4845878,126.4177465
주식회사 제주막걸리,N,33.4898808,126.4213611
천주교 하귀성당,N,33.47848798,126.4037238
(재) 대한예수교장로회하귀교회,N,33.47892428,126.4074692
제주힐,N,33.43792401,126.3933982
한류㈜,N,33.41692531,126.3980984
국립환경과학원_제주대기오염측정소,N,33.34683851,126.3885261
달빛바다펜션,N,33.51749202,126.498456
기아오토큐외도점,N,33.4925149,126.4239306
마중물,N,33.47283562,126.489044
연동이화1차아파트,N,33.4909113,126.4848446
도원스카이타워빌,N,33.4911439,126.4872625
시리우스호텔,Y,33.49344684,126.4909571
엠버서더,N,33.489725,126.4878639
연동공영주차장(로얄호텔앞),N,33.4890445,126.4914711
하와이관광호텔,N,33.48313823,126.4914979
한국전력공사 제주지역본부,Y,33.48898395,126.5011899
제주도청 2청사 후문 공영주차장,Y,33.4881996,126.5001059
㈜제주테마조각공원,N,33.45211103,126.4884816
㈜다온디엔씨,N,33.48469849,126.4894091
㈜삼원더,N,33.48207848,126.4986903
정원파인즈13차,N,33.48263626,126.5028661
부민장례식장,Y,33.4803205,126.5218495
제스코마트,Y,33.48021778,126.5290803
오름빌리지,N,33.48629869,126.5115218
대원상록수12차 주민자치회,N,33.48732525,126.5130354
평원해모아빌,N,33.4828244,126.5111798
기아오토큐 오라동대리점,Y,33.49288223,126.5047358
한국충전㈜,Y,33.5011704,126.5402581
제주보건소,Y,33.49160165,126.5202864
제주학생문화원,Y,33.50009108,126.5411935
JIBS사옥 주차장,N,33.4938653,126.5024361
아이고운힐A,N,33.48757008,126.5038577
첨단과학단지 외부,N,33.4241658,126.5769732
추자도보건지소,N,33.9604004,126.2959568
글로벌투어,N,33.4806793,126.4650268
한라도서관,Y,33.4763664,126.5156272
한라도서관,Y,33.4763664,126.5156272
제주아트센터,N,33.4754636,126.5156482
도남e편한세상아파트1차,Y,33.49579182,126.5219928
프라임 산후조리원,N,33.48837855,126.517708
의료법인 연강의료재단,N,33.461219,126.5332448
한라산 리조트 주식회사,N,33.3616666,126.5291666
중앙교회,N,33.48780967,126.5170182
탐라교육원,Y,33.42711853,126.5322919
제주오라성,N,33.4596254,126.5118393
한국자동차 공업사,N,33.49560026,126.5107938
오라동주민센터,Y,33.4951336,126.511555
월드그린골프연습장,N,33.492273,126.5044484
김순선조산원,N,33.4761111,126.5141565
이도2동주민센터,N,33.497027,126.5352994
이도2동공영주차장,Y,33.49678952,126.5349264
제주교육박물관,N,33.49462598,126.5378951
해오름,N,33.49492052,126.4759669
오일시장일대공영주차장,Y,33.49724567,126.4748897
에스호텔 주식회사,N,33.495435,126.4714614
옹포썬빌리지 101동,N,33.40088819,126.2528981
옹포썬빌리지 102동,N,33.40088819,126.2528981
외도구획정리지구,Y,33.4899087,126.432638
외도1동 공영주차장,Y,33.4876623,126.429739
제주수산연구소,Y,33.4938538,126.4290032
형제자동차공업사(1급),Y,33.4916997,126.4236567
용담1동주민센터,N,33.5091014,126.5132793
용담1동주민센터,N,33.5091014,126.5132793
금자탑,N,33.5106545,126.5188802
꿈쟁이 지역아동센터,N,33.5072672,126.5068606
해호텔,N,33.51960662,126.495252
용담밭담,N,33.5011291,126.5099534
SK행복날개 주유소,Y,33.5050106,126.4975549
해성상사,N,33.50706999,126.5048143
영보맨션,N,33.51062726,126.5060683
우도면사무소,N,33.50655423,126.9535621
우도보건지소,N,33.50655423,126.9535621
오봉리새마을회,N,33.5162903,126.9516582
우도면 천진리,N,33.4948384,126.9515582
제주도농아복지관,Y,33.4848735,126.4256553
제주도농아복지관,Y,33.4848735,126.4256553
핀크스아파트,N,33.4905116,126.4319784
외도부영2차아파트,Y,33.48498216,126.433522
현대블루핸즈 외도점,N,33.4842129,126.4300838
뉴그린카공업사,N,33.47847401,126.4613221
조은이앤씨주식회사,N,33.48392834,126.5214425
세원멤버스 1차,N,33.4864363,126.4845441
노형부영1차아파트,Y,33.48041256,126.4855438
노형부영1차,Y,33.48041256,126.4855438
현대블루핸즈 노형북부점,Y,33.4854792,126.4654493
제주시농협 하나로유통센터,Y,33.48760616,126.4673557
제주춘강의원,Y,33.493696,126.5016713
의료법인 중앙의료재단 중앙병원,N,33.49232226,126.4704818
